,CODE,DATE_COLLECTE,DATE_HEURE_DEBUT,DATE_HEURE_FIN,MISSION,IMMAT,LIBELLE_CIRCUIT,TEMPS_D_ACTIVITE,TEMPS_D_ARRET,TEMPS_DE_MOTEUR_OFF,TEMPS_DE_PAUSE,TEMPS_DE_MARCHE_ARRIERE,TEMPS_DE_SERVICE,KM_D_ACTIVITE,KM_DE_HLP,KM_DE_MARCHE_ARRIERE,KM_DE_SERVICE,SOURCE,CODE_CIRCUIT,SECTEUR_CIRCUIT,TOURNEE_CIRCUIT,JOURS_CIRCUIT,FLUX_CIRCUIT
5049,AUTO34772,2023-09-28,2023-09-28,2023-09-28,Collecte,bat8lwethv,NE_T12_GRE REY ABBAYE_LUN JEU_OMR_110007,0.0,4061.0,149.0,,,16931,0.0,39.39,,39.39,GAM,110007.0,NE,T12,LUN JEU,OMR
5050,AUTO34773,2023-09-28,2023-09-28,2023-09-28,Collecte,eiffgae8rm,NE_T03_MEYLAN S1_LUN JEU_OMR_115003,8108.0,60.0,3859.0,,267.0,15100,13.18,12.58,0.15,25.76,GAM,115003.0,NE,T03,LUN JEU,OMR
5051,AUTO34771,2023-09-28,2023-09-28,2023-09-28,Collecte,fknz9lrv64,NO_T15_MINI BENNE_JEU_CS_134010 (copie),0.0,1920.0,,,,9908,0.0,41.3,,41.3,GAM,,NO,T15,JEU,CS
5052,AUTO34774,2023-09-28,2023-09-28,2023-09-28,Collecte,jvdwb1fexp,NE_T15_GRE POULAT CASERNE BONNE_LUN JEU_OMR_110023,69.0,817.0,305.0,,,10114,0.07,22.83,,22.9,GAM,110023.0,NE,T15,LUN JEU,OMR
5053,AUTO34775,2023-09-28,2023-09-28,2023-09-28,Collecte,vnudajkzk5,NE_T05_SMH IND+COLL_JEU_OMR_101023,168.0,692.0,1819.0,,168.0,19377,0.09,52.84,0.09,52.93,GAM,101023.0,NE,T05,JEU,OMR
5054,AUTO34776,2023-09-28,2023-09-28,2023-09-28,Collecte,sx65jiyczg,NE_T02_TRONC MEYav t_JEU_CS_114002,351.0,2736.0,291.0,,351.0,18616,0.08,41.79,0.08,41.87,GAM,114002.0,NE,T02,JEU,CS
5055,AUTO34777,2023-09-28,2023-09-28,2023-09-28,Collecte,oF7I4xGfPC,NE_T17_GRE GRENETTE MALHERBE_LUN JEU_OMR_110006,8782.0,507.0,3430.0,,122.0,19679,8.19,21.68,0.02,29.87,GAM,110006.0,NE,T17,LUN JEU,OMR
5056,AUTO34778,2023-09-28,2023-09-28,,Collecte,g4tx3nrqg0,NO_T14_GRE EAUX C_LUN JEU_CS_151007,0.0,3589.0,600.0,,,0,0.0,45.43,,45.43,GAM,151007.0,NO,T14,LUN JEU,CS
5057,AUTO34779,2023-09-28,2023-09-28,2023-09-28,Collecte,9zz5ph3zpi,NE_T13_GRE ST URS HOCHE J ARC_ LUN JEU_OMR_110015,110.0,806.0,2742.0,,110.0,19010,0.01,27.16,0.01,27.17,GAM,110015.0,NE,T13, LUN JEU,OMR
5058,AUTO34780,2023-09-28,2023-09-28,2023-09-28,Collecte,g8k9apcqfs,NE_T14_GRE VERDUN JOUHAUX_JEU_OMR_110009,0.0,1971.0,866.0,,,15859,0.0,36.82,,36.82,GAM,110009.0,NE,T14,JEU,OMR
5059,AUTO34788,2023-09-28,2023-09-28,2023-09-28,Collecte,xbq43ggoqh,,5203.0,90.0,3985.0,,104.0,15901,6.86,23.49,0.03,30.35,GAM,,,,,
5060,AUTO34782,2023-09-28,2023-09-28,2023-09-28,Collecte,9tcc9i42vm,GS_TSAV_MAINTENANCE,0.0,138.0,,,,1185,0.0,16.89,,16.89,GAM,,GS,TSAV,,
5061,AUTO34783,2023-09-28,2023-09-28,2023-09-28,Collecte,y7gjux7fmc,NO_T11_GRE GARE LIBERA_JEU_CS_151008,7192.0,317.0,2822.0,,50.0,15543,9.35,34.83,0.01,44.18,GAM,151008.0,NO,T11,JEU,CS
5062,AUTO34786,2023-09-28,2023-09-28,2023-09-28,Collecte,7gzsssozgf, TEST NE_T08_SMH COLLECTIF_LUN_OMR_101014 estivale,23.0,932.0,1075.0,,23.0,6964,0.01,20.96,0.01,20.97,GAM,, TEST NE,T08,LUN,OMR
5063,AUTO34789,2023-09-28,2023-09-28,,Transport,61FRWBjauh,,373.0,6446.0,2523.0,,373.0,0,0.2,64.37,0.2,64.57,GAM,,,,,
5064,AUTO34790,2023-09-28,2023-09-28,2023-09-28,Transport,Bj5S5eVr9N,,80.0,488.0,289.0,,80.0,6298,0.03,35.59,0.03,35.62,GAM,,,,,
5065,AUTO34231,2023-09-19,2023-09-19,,Collecte,FnZSedjmt4, TEST NE_T08_SMH COLLECTIF_LUN_OMR_101014 estivale,9123.0,60.0,2416.0,,38.0,0,8.63,12.45,0.02,21.08,GAM,, TEST NE,T08,LUN,OMR
5066,AUTO34243,2023-09-19,2023-09-19,2023-09-19,Collecte,g8k9apcqfs,,0.0,60.0,,,,2381,0.0,5.15,,5.15,GAM,,,,,
5067,AUTO34244,2023-09-19,2023-09-19,,Collecte,qvjjsw3qoz,,35.0,1175.0,3713.0,,35.0,0,0.02,28.79,0.02,28.81,GAM,,,,,
5068,AUTO34232,2023-09-19,2023-09-19,2023-09-19,Collecte,770oxit9ng,GS_TSAV_MAINTENANCE,0.0,338.0,,,,2638,0.0,24.94,,24.94,GAM,,GS,TSAV,,
5069,AUTO34233,2023-09-19,2023-09-19,2023-09-19,Autre,RJCrNlKBLn,NO_TSAV_MAINTENANCE,127.0,226.0,,,127.0,15588,0.07,53.39,0.07,53.46,GAM,,NO,TSAV,,
5070,AUTO34234,2023-09-19,2023-09-19,,Collecte,xbq43ggoqh,NE_T11_GRE QUAI  ILE VERTE_MAR VEN_CS_110002,5575.0,675.0,1458.0,,135.0,0,5.67,26.22,0.03,31.89,GAM,110002.0,NE,T11,MAR VEN,CS
5071,AUTO34235,2023-09-19,2023-09-19,2023-09-19,Collecte,sx65jiyczg,NE_T02_CORENC LE HT tra_MAR_CS_111008,172.0,60.0,5075.0,,172.0,16875,0.1,24.56,0.1,24.66,GAM,111008.0,NE,T02,MAR,CS
5072,AUTO34236,2023-09-19,2023-09-19,2023-09-19,Collecte,1hx5205tl5,NO_T12_GRE BERRIAT_MAR VEN_OMR_151006,0.0,722.0,2053.0,,,19478,0.0,45.22,,45.22,GAM,151006.0,NO,T12,MAR VEN,OMR
5073,AUTO34245,2023-09-19,2023-09-19,2023-09-19,Collecte,g4tx3nrqg0,NO_T14_GRE EAUX C_LUN JEU_CS_151007,0.0,403.0,16.0,,,15126,0.0,35.86,,35.86,GAM,151007.0,NO,T14,LUN JEU,CS
5074,AUTO34237,2023-09-19,2023-09-19,2023-09-19,Collecte,9zz5ph3zpi,NE_T13_GRE ST URS HOCHE J ARC_ MAR VEN_CS_110015,46.0,569.0,2428.0,,46.0,9195,0.04,16.56,0.04,16.6,GAM,110015.0,NE,T13, MAR VEN,CS
5075,AUTO34238,2023-09-19,2023-09-19,,Collecte,oF7I4xGfPC,NE_T17_GRE GRENETTE MALHERBE_MAR VEN_CS_110006,8256.0,207.0,3590.0,,40.0,0,5.61,20.38,0.01,25.99,GAM,110006.0,NE,T17,MAR VEN,CS
5076,AUTO34239,2023-09-19,2023-09-19,,Collecte,htl2qtq856,GS_T02_VARCES EST_MAR_OMR_128013,9324.0,60.0,3211.0,,130.0,0,14.72,54.29,0.1,69.01,GAM,128013.0,GS,T02,MAR,OMR
5077,AUTO34250,2023-09-19,2023-09-19,,Collecte,pvqkjig664,,0.0,1118.0,1875.0,,,0,0.0,26.11,,26.11,GAM,,,,,
5078,AUTO34240,2023-09-19,2023-09-19,2023-09-19,Collecte,fknz9lrv64,NO_T15_MINI BENNE_MAR_OMR_134010,0.0,1869.0,,,,6547,0.0,21.91,,21.91,GAM,134010.0,NO,T15,MAR,OMR
5079,AUTO34246,2023-09-19,2023-09-19,2023-09-19,Collecte,g8k9apcqfs, TEST NE_T08_SMH COLLECTIF_LUN_OMR_101014 estivale,0.0,1.0,,,,77,0.0,0.14,,0.14,GAM,, TEST NE,T08,LUN,OMR
5080,AUTO34247,2023-09-19,2023-09-19,,Collecte,g8k9apcqfs,NE_T14_GRE VERDUN JOUHAUX_MAR_CS_110009,0.0,1661.0,2733.0,,,0,0.0,21.51,,21.51,GAM,110009.0,NE,T14,MAR,CS
5081,AUTO34248,2023-09-19,2023-09-19,,Collecte,vhxnkra4on,NE_T19_GRE CONDORCET G RAMBAUD_MAR VEN_CS_110022,9941.0,193.0,3158.0,,,0,7.07,25.24,,32.31,GAM,110022.0,NE,T19,MAR VEN,CS
5082,AUTO34249,2023-09-19,2023-09-19,,Collecte,bat8lwethv,NE_T12_GRE REY ABBAYE_MAR VEN_CS_110007,0.0,6170.0,60.0,,,0,0.0,21.62,,21.62,GAM,110007.0,NE,T12,MAR VEN,CS
5083,AUTO34252,2023-09-19,2023-09-19,,Collecte,3xwgytolne,,60.0,3650.0,,,60.0,0,0.03,21.76,0.03,21.79,GAM,,,,,
5084,AUTO34254,2023-09-19,2023-09-19,,Transport,61FRWBjauh,,783.0,8708.0,,,783.0,0,0.35,105.87,0.35,106.22,GAM,,,,,
5085,AUTO34253,2023-09-19,2023-09-19,,Transport,Bj5S5eVr9N,,663.0,5054.0,2667.0,,663.0,0,0.23,72.72,0.23,72.95,GAM,,,,,
5086,AUTO34251,2023-09-19,2023-09-19,2023-09-19,Collecte,B4z31nz78E,TEST SUD_T01_ECH COLL_VEN_OMR_120005 (copie),0.0,77.0,,,,4232,0.0,21.21,,21.21,GAM,,TEST SUD,T01,VEN,OMR
5087,AUTO34255,2023-09-19,2023-09-19,2023-09-19,Collecte PAV,8qtjzvpvsd,circuit libre,346.0,7966.0,439.0,,346.0,17553,0.38,62.5,0.38,62.88,GAM,,circuit libre,,,
5088,AUTO34256,2023-09-19,2023-09-19,2023-09-19,Collecte PAV,cewxgzybhe,TEST PAV_1771_LA LUIRE_MER_CS_170005,471.0,13003.0,,,471.0,22750,0.27,96.24,0.27,96.51,GAM,170005.0,TEST PAV,1771,MER,CS
5089,AUTO34258,2023-09-19,2023-09-19,,Collecte PAV,Mbtg7C288o,,124.0,4125.0,2648.0,,124.0,0,0.11,70.01,0.11,70.12,GAM,,,,,
5090,AUTO34259,2023-09-19,2023-09-19,,Collecte PAV,37ix70x3dv,,111.0,5397.0,,,111.0,0,0.07,82.89,0.07,82.96,GAM,,,,,
5091,AUTO34257,2023-09-19,2023-09-19,2023-09-19,Collecte,B4z31nz78E,TEST SUD_T02_ECH GRE COLL_MAR_OMR_120033,0.0,,,,,3739,0.0,17.47,,17.47,GAM,120033.0,TEST SUD,T02,MAR,OMR
5092,AUTO34260,2023-09-19,2023-09-19,2023-09-19,Collecte,9zz5ph3zpi,NE_T13_GRE ST URS HOCHE J ARC_ MAR VEN_CS_110015,89.0,94.0,4548.0,,89.0,8502,0.01,5.64,0.01,5.65,GAM,110015.0,NE,T13, MAR VEN,CS
5093,AUTO34262,2023-09-19,2023-09-19,,Collecte,zp1g9jrpi1,,61.0,245.0,,,61.0,0,0.04,39.76,0.04,39.8,GAM,,,,,
5094,AUTO34261,2023-09-19,2023-09-19,,Collecte,770oxit9ng,GS_T06_VIF 1_LUN_OMR_129016,0.0,569.0,2025.0,,,0,0.0,115.23,,115.23,GAM,129016.0,GS,T06,LUN,OMR
5095,AUTO34268,2023-09-19,2023-09-19,,Collecte,uzqctwc7pp,,302.0,3878.0,10133.0,,302.0,0,0.12,37.3,0.12,37.42,GAM,,,,,
5096,AUTO34263,2023-09-19,2023-09-19,,Collecte,lwijga02re,GS_T07_ST PAUL DE VARC_MAR_OMR_160002,151.0,789.0,1821.0,,151.0,0,0.09,83.37,0.09,83.46,GAM,160002.0,GS,T07,MAR,OMR
5097,AUTO34264,2023-09-19,2023-09-19,,Collecte,a4rn5sg8yd,SUD_T12_PONT CL OUEST_MER_CS_120047,9196.0,426.0,,,86.0,0,11.4,38.36,0.05,49.76,GAM,120047.0,SUD,T12,MER,CS
5098,AUTO34265,2023-09-19,2023-09-19,,Collecte,7gzsssozgf, TEST NE_T08_SMH COLLECTIF_LUN_OMR_101014 estivale,15.0,60.0,,,15.0,0,0.02,4.23,0.02,4.25,GAM,, TEST NE,T08,LUN,OMR
5099,AUTO34266,2023-09-19,2023-09-19,2023-09-19,Collecte,dcw2igdtrd,SUD_T12R_PONT CLAIX EST_MAR_CS P_120049,186.0,1130.0,2750.0,,186.0,14117,0.13,49.56,0.13,49.69,GAM,120049.0,SUD,T12R,MAR,CS P
5100,AUTO34267,2023-09-19,2023-09-19,,Collecte,v8ciubqaen,SUD_T01_ECH COLL_MAR_OMR_120005,0.0,1349.0,,,,0,0.0,61.97,,61.97,GAM,120005.0,SUD,T01,MAR,OMR
5101,AUTO34269,2023-09-19,2023-09-19,2023-09-19,Collecte,72hgb55djb,SUD_T07_CLAIX HT DM BOURG_MAR_CS_120052,0.0,610.0,3817.0,,,18591,0.0,62.28,,62.28,GAM,120052.0,SUD,T07,MAR,CS
5102,AUTO34270,2023-09-19,2023-09-19,,Collecte,59av7mpv00,SUD_T08_IDENTIF_MAR_OMR_120059,9257.0,60.0,,,161.0,0,9.86,28.5,0.11,38.36,GAM,120059.0,SUD,T08,MAR,OMR
5103,AUTO33835,2023-09-12,2023-09-12,,Collecte,uzqctwc7pp,NE_T19_GRE CONDORCET G RAMBAUD_MAR VEN_CS_110022,26.0,541.0,4289.0,,26.0,0,0.01,49.16,0.01,49.17,GAM,110022.0,NE,T19,MAR VEN,CS
5104,AUTO33836,2023-09-12,2023-09-12,2023-09-12,Collecte,nlz4jniqc3,GS_T05_VLB VLH_MAR_OMR,14372.0,319.0,,,532.0,22113,22.72,28.63,0.34,51.35,GAM,,GS,T05,MAR,OMR
5105,AUTO33869,2023-09-12,2023-09-12,,Collecte,BqsVQSMm80,,8789.0,368.0,3428.0,,41.0,0,7.52,21.86,0.02,29.38,GAM,,,,,
5106,AUTO33837,2023-09-12,2023-09-12,,Collecte,ighzc1n730,NO_T04_SASSENAGE_MAR_OMR_133004,2122.0,473.0,,,,0,2.54,81.33,,83.87,GAM,133004.0,NO,T04,MAR,OMR
5107,AUTO33864,2023-09-12,2023-09-12,,Collecte,y7gjux7fmc,,10617.0,710.0,,,264.0,0,9.58,53.78,0.04,63.36,GAM,,,,,
5108,AUTO33838,2023-09-12,2023-09-12,2023-09-12,Collecte,080o9d41z3,NO_T02_FONTAINE_MAR_OMR_131003,11466.0,536.0,,,52.0,18717,16.24,28.55,0.02,44.79,GAM,131003.0,NO,T02,MAR,OMR
5109,AUTO33839,2023-09-12,2023-09-12,,Collecte,duh6ayfpwb,NO_T09_GRE MARTYRS_MAR VEN_OMR_151005,5382.0,1245.0,3780.0,,,0,4.17,47.02,,51.19,GAM,151005.0,NO,T09,MAR VEN,OMR
5110,AUTO33840,2023-09-12,2023-09-12,2023-09-12,Collecte,87haddx1cc,GS_T03_VLH_MAR_OMR,446.0,572.0,,,446.0,20954,0.3,60.6,0.3,60.9,GAM,,GS,T03,MAR,OMR
5111,AUTO33841,2023-09-12,2023-09-12,2023-09-12,Collecte,ux94b14wke,NO_T06_ST EGREVE N_MAR VEN_OMR_142006,0.0,,,,,16,0.0,0.0,,0.0,GAM,142006.0,NO,T06,MAR VEN,OMR
5112,AUTO33842,2023-09-12,2023-09-12,2023-09-12,Collecte,j364urbaz5,NE_T01_TRONC MEY S2_MAR VEN_CS_110004,12231.0,561.0,499.0,,96.0,18474,16.1,14.99,0.04,31.09,GAM,110004.0,NE,T01,MAR VEN,CS
5113,AUTO33844,2023-09-12,2023-09-12,2023-09-12,Collecte,0jbxz085fw,NO_T10_GRE VALLIER_MAR_OMR_151010,0.0,231.0,5125.0,,,20693,0.0,50.37,,50.37,GAM,151010.0,NO,T10,MAR,OMR
5114,AUTO33845,2023-09-12,2023-09-12,,Collecte,ux94b14wke,NO_T06_ST EGREVE N_MAR VEN_OMR_142006,9758.0,913.0,3492.0,,88.0,0,19.69,36.93,0.12,56.62,GAM,142006.0,NO,T06,MAR VEN,OMR
5115,AUTO33846,2023-09-12,2023-09-12,2023-09-12,Collecte,h7qn96fkxd,NE_T07_SMH_COLLECTIF_MAR_CS_101013,7663.0,556.0,3624.0,,,15224,10.39,10.73,,21.12,GAM,101013.0,NE,T07,COLLECTIF,MAR
5116,AUTO33848,2023-09-12,2023-09-12,,Collecte,bba8ef2dvl,NO_T03_SASSENAGE FONT_MAR_OMR_130011,11060.0,137.0,651.0,,108.0,0,16.0,45.43,0.15,61.43,GAM,130011.0,NO,T03,MAR,OMR
5117,AUTO33843,2023-09-12,2023-09-12,2023-09-12,Collecte,912yxz768z,GS_T01_GUA VARC VIF_MAR_OMR_160010,6847.0,240.0,1372.0,,278.0,19241,9.23,92.41,0.15,101.64,GAM,160010.0,GS,T01,MAR,OMR
5118,AUTO33847,2023-09-12,2023-09-12,2023-09-12,Collecte,qshw7egqjb,NE_T16_GRE BROC VILLEBOIS POT_MAR VEN_CS_110025,6606.0,60.0,3496.0,,280.0,18551,7.43,17.51,0.02,24.94,GAM,110025.0,NE,T16,MAR VEN,CS
5119,AUTO33849,2023-09-12,2023-09-12,2023-09-12,Collecte,chy6rxpckl,GS_T04_STGC VLH GAUCHE URIAGE_MAR_OMR,0.0,60.0,,,,17060,0.0,60.45,,60.45,GAM,,GS,T04,MAR,OMR
5120,AUTO33850,2023-09-12,2023-09-12,,Collecte,o4d9t8p252,NE_T09_SMH COLLECTIF_MAR_CS_101015,6375.0,696.0,2694.0,,92.0,0,9.96,30.18,0.03,40.14,GAM,101015.0,NE,T09,MAR,CS
5121,AUTO33851,2023-09-12,2023-09-12,,Collecte,lwijga02re,GS_T02_VARCES EST_MAR_OMR_128013,188.0,451.0,3038.0,,188.0,0,0.05,82.22,0.05,82.27,GAM,128013.0,GS,T02,MAR,OMR
5122,AUTO33852,2023-09-12,2023-09-12,,Collecte,AhnI9sMNTj,NO_T01_FONTAINE_MAR_OMR_131001,12961.0,801.0,523.0,,188.0,0,15.96,62.43,0.16,78.39,GAM,131001.0,NO,T01,MAR,OMR
5123,AUTO33853,2023-09-12,2023-09-12,2023-09-12,Collecte,egru8o9gip,NE_T04_DOMENE EST_MAR VEN_OMR_112009,12642.0,60.0,,,56.0,18057,21.27,36.01,0.02,57.28,GAM,112009.0,NE,T04,MAR VEN,OMR
5124,AUTO33854,2023-09-12,2023-09-12,2023-09-12,Collecte,claael2j88,NO_T13_GRE CHORIER_MAR VEN_OMR_151004,179.0,1521.0,1453.0,,179.0,21266,0.05,41.16,0.05,41.21,GAM,151004.0,NO,T13,MAR VEN,OMR
5125,AUTO33855,2023-09-12,2023-09-12,2023-09-12,Collecte,770oxit9ng,GS_TSAV_MAINTENANCE,0.0,622.0,,,,4657,0.0,25.96,,25.96,GAM,,GS,TSAV,,
5126,AUTO33871,2023-09-12,2023-09-12,2023-09-12,Collecte,ih6g9vhdlz,NO_T07_ST EGREVE SUD_LUN_CS_142007,0.0,308.0,,,60.0,4770,0.0,14.46,0.0,14.46,GAM,142007.0,NO,T07,LUN,CS
5127,AUTO33873,2023-09-12,2023-09-12,,Collecte,1hx5205tl5,,0.0,1024.0,4192.0,,,0,0.0,40.08,,40.08,GAM,,,,,
5128,AUTO33856,2023-09-12,2023-09-12,,Collecte,jvdwb1fexp,NE_T08_SMH COLLECTIF_MAR_CS_101014,94.0,671.0,2329.0,,,0,0.11,38.98,,39.09,GAM,101014.0,NE,T08,MAR,CS
5129,AUTO33857,2023-09-12,2023-09-12,,Collecte,pgf8clwyux,NO_T05_SEYSSINET D_MAR VEN_OMR_134009,36.0,1004.0,1833.0,,36.0,0,0.0,40.52,0.0,40.52,GAM,134009.0,NO,T05,MAR VEN,OMR
5130,AUTO33858,2023-09-12,2023-09-12,2023-09-12,Collecte,csu9voc7bl,NO_T16_GRE 20EME RENF_MAR_OMR_151999,141.0,1994.0,,,141.0,16272,0.1,41.2,0.1,41.3,GAM,151999.0,NO,T16,MAR,OMR
5131,AUTO33872,2023-09-12,2023-09-12,,Collecte,7lqyjw34p3,,11512.0,60.0,606.0,,95.0,0,19.32,61.45,0.04,80.77,GAM,,,,,
5132,AUTO33859,2023-09-12,2023-09-12,2023-09-12,Collecte,48siz8x96i,NE_T10_GRE HUGO TEISSEIRE_MAR VEN_CS_110008,7650.0,593.0,1982.0,,47.0,17594,8.94,26.11,0.02,35.05,GAM,110008.0,NE,T10,MAR VEN,CS
5133,AUTO33860,2023-09-12,2023-09-12,,Collecte,bat8lwethv,NE_T12_GRE REY ABBAYE_MAR VEN_CS_110007,0.0,4529.0,2413.0,,,0,0.0,29.22,,29.22,GAM,110007.0,NE,T12,MAR VEN,CS
5134,AUTO33874,2023-09-12,2023-09-12,,Collecte,g4tx3nrqg0,,0.0,59.0,526.0,,,0,0.0,55.32,,55.32,GAM,,,,,
5135,AUTO33861,2023-09-12,2023-09-12,,Collecte,vnudajkzk5,NE_T05_SMH COLLECTIF_MAR_CS_101023,58.0,924.0,5103.0,,58.0,0,0.03,42.34,0.03,42.37,GAM,101023.0,NE,T05,MAR,CS
5136,AUTO33875,2023-09-12,2023-09-12,,Collecte,eiffgae8rm,,11004.0,55.0,3104.0,,198.0,0,14.04,13.6,0.13,27.64,GAM,,,,,
5137,AUTO33863,2023-09-12,2023-09-12,,Collecte,g8k9apcqfs,NE_T14_GRE VERDUN JOUHAUX_MAR_CS_110009,0.0,1950.0,4688.0,,,0,0.0,20.0,,20.0,GAM,110009.0,NE,T14,MAR,CS
5138,AUTO33865,2023-09-12,2023-09-12,,Collecte,xbq43ggoqh,NE_T11_GRE QUAI  ILE VERTE_MAR VEN_CS_110002,4476.0,300.0,,,159.0,0,4.14,23.64,0.04,27.78,GAM,110002.0,NE,T11,MAR VEN,CS
5139,AUTO109975,2023-08-24,2023-08-24,,Collecte,La6X1LIsmI,SUD_T04_VEUREY V EYBENS POISAT_VEN_OMR_983,0.0,,,,,0,0.0,30.15,,30.15,Eco-dechet,,,,,
5140,AUTO109992,2023-08-24,2023-08-24,2023-08-24,Collecte,g6Qe0CSkCl,GRENOBLE T2W_JEU_DALIM_1713 V2,0.0,,,,,11340,0.0,50.23,,50.23,Eco-dechet,,,,,
5141,AUTO110000,2023-08-24,2023-08-24,2023-08-24,Collecte,G9r6AqnDss,,0.0,,,,,25331,0.0,44.92,,44.92,Eco-dechet,,,,,
5142,AUTO110001,2023-08-24,2023-08-24,2023-08-24,Collecte,puQvmYIKhZ,SUD_T04_VEUREY V EYBENS POISAT_VEN_OMR_983,0.0,,,,,530,0.0,0.39,,0.39,Eco-dechet,,,,,
5143,AUTO110002,2023-08-24,2023-08-24,,Collecte,puQvmYIKhZ,VEUR/EYB/POI 981 JEU CS v2,0.0,,,,,0,0.0,34.09,,34.09,Eco-dechet,,,,,
5144,AUTO110003,2023-08-24,2023-08-24,,Collecte,FKMniUL5qh,VEUR/EYB/POI 981 JEU CS v2,0.0,,,,,0,0.0,56.46,,56.46,Eco-dechet,,,,,
5145,AUTO110099,2023-08-25,2023-08-25,,Collecte,JUwURvUpdr,,0.0,,,,,0,0.0,53.85,,53.85,Eco-dechet,,,,,
5146,AUTO110107,2023-08-25,2023-08-25,2023-08-25,Collecte,nZpkUZ9xvj,,0.0,,,,,5913,0.0,75.72,,75.72,Eco-dechet,,,,,
5147,AUTO110088,2023-08-25,2023-08-25,2023-08-25,Collecte PAV,iQvIyo4QsY,CAMPUS - EMBALLAGE - MERCREDI,0.0,,,,,386,0.0,0.11,,0.11,Eco-dechet,,,,,
5148,AUTO110090,2023-08-25,2023-08-25,2023-08-25,Collecte,6C1GvVqYtY,GRE-T6 LA TRONCHE_VEN_DALIM_1723,0.0,,,,,27472,0.0,87.57,,87.57,Eco-dechet,,,,,
5149,AUTO110092,2023-08-25,2023-08-25,,Collecte,iQvIyo4QsY,NO_T09_FONTAINE SMLV_VEN_DALIM_1730,0.0,,,,,0,0.0,82.7,,82.7,Eco-dechet,,,,,
5150,AUTO110094,2023-08-25,2023-08-25,2023-08-25,Collecte,FKMniUL5qh,GRE Ouest 3 / Seys 1715 VEN,0.0,,,,,17245,0.0,81.85,,81.85,Eco-dechet,,,,,
5151,AUTO110097,2023-08-25,2023-08-25,2023-08-25,Collecte,ZwYrotlxXp,NO_T08_SMH CENTRE NOYAREY_VEN_DALIM_1726,0.0,,,,,7882,0.0,49.01,,49.01,Eco-dechet,,,,,
5152,AUTO110111,2023-08-25,2023-08-25,2023-08-25,Collecte,nzKGfnHeNE,,0.0,,,,,19503,0.0,62.34,,62.34,Eco-dechet,,,,,
5153,AUTO110113,2023-08-25,2023-08-25,,Collecte,lmRULFOu4I,,0.0,,,,,0,0.0,49.88,,49.88,Eco-dechet,,,,,
5154,AUTO110115,2023-08-25,2023-08-25,2023-08-25,Collecte,g6Qe0CSkCl,NO_T06_GRENOBLE T2N_VEN_DALIM_1674,0.0,,,,,11353,0.0,51.05,,51.05,Eco-dechet,,,,,
5155,AUTO110120,2023-08-25,2023-08-25,,Collecte,La6X1LIsmI,SUD_T02_EYBENS GT_VEN_OMR_972 V2,0.0,,,,,0,0.0,57.37,,57.37,Eco-dechet,,,,,
5156,AUTO110230,2023-08-28,2023-08-28,,Collecte,iQvIyo4QsY,NO_T09_ST EGREVE_LUN_DALIM_1821 V2,0.0,,,,,0,0.0,87.7,,87.7,Eco-dechet,,,,,
5157,AUTO110250,2023-08-28,2023-08-28,,Collecte,nzKGfnHeNE,,0.0,,,,,0,0.0,93.95,,93.95,Eco-dechet,,,,,
5158,AUTO110234,2023-08-28,2023-08-28,,Collecte,zfpM2tUEF0,NO_T02_SEYSSINS C+I POISAT ZA_LUN_OMR_1803/984,0.0,,,,,0,0.0,94.87,,94.87,Eco-dechet,,,,,
5159,AUTO110236,2023-08-28,2023-08-28,,Collecte,FKMniUL5qh,GIERES 1720 LUN DALIM,0.0,,,,,0,0.0,71.14,,71.14,Eco-dechet,,,,,
5160,AUTO110237,2023-08-28,2023-08-28,,Collecte,g6Qe0CSkCl,NO_T07_GRENOBLE T2 S_LUN_DALIM_1677,0.0,,,,,0,0.0,54.95,,54.95,Eco-dechet,,,,,
5161,AUTO110252,2023-08-28,2023-08-28,2023-08-28,Collecte,nZpkUZ9xvj,,0.0,,,,,20171,0.0,75.17,,75.17,Eco-dechet,,,,,
5162,AUTO110238,2023-08-28,2023-08-28,2023-08-28,Collecte,ZwYrotlxXp,NO_T08_SMHSE_LUN_DALIM_1724,0.0,,,,,13909,0.0,82.37,,82.37,Eco-dechet,,,,,
5163,AUTO110242,2023-08-28,2023-08-28,,Collecte,La6X1LIsmI,SUD_T04_EYBENS BAS_MER_CS_323,0.0,,,,,0,0.0,63.12,,63.12,Eco-dechet,,,,,
5164,AUTO110246,2023-08-28,2023-08-28,,Collecte,6C1GvVqYtY,T5-GRENOBLE-CORENC-1822-DALIM LUN,0.0,,,,,0,0.0,92.74,,92.74,Eco-dechet,,,,,
5165,AUTO110374,2023-08-29,2023-08-29,2023-08-29,Collecte,lmRULFOu4I,,0.0,,,,,26062,0.0,60.39,,60.39,Eco-dechet,,,,,
5166,AUTO110360,2023-08-29,2023-08-29,,Collecte,iQvIyo4QsY,NO_T09_GREN T3_MAR_DALIM_1728,0.0,,,,,0,0.0,66.28,,66.28,Eco-dechet,,,,,
5167,AUTO110361,2023-08-29,2023-08-29,,Collecte,La6X1LIsmI,NOYAREY 1802 MAR OMR,0.0,,,,,0,0.0,86.85,,86.85,Eco-dechet,,,,,
5168,AUTO110366,2023-08-29,2023-08-29,2023-08-29,Collecte,6C1GvVqYtY,MEYLAN - MAR - 1714,0.0,,,,,33268,0.0,122.55,,122.55,Eco-dechet,,,,,
